X1	Y1	ProbId1	X2	Y2	ProbId2	
455.74	558.65	1	631.91	998.16	1
454.88	557.63	1	631.23	997.74	1
455.74	558.65	1	631.91	998.16	1
455.74	558.65	1	631.91	998.16	1
453.98	560.83	1	631.08	997.71	1
453.98	560.83	1	631.08	997.71	1
455.74	558.65	1	631.91	998.16	1
452.88	559.94	1	630.99	997.61	1
452.72	560.8	1	630.12	997.01	1
452.31	560.4	1	629.9	996.85	1
452.17	560.92	1	630.49	997.3	1
452.12	561.49	1	629.85	996.88	1
451.94	562.03	1	629.4	996.53	1
451.9	562.83	1	630.37	997.24	1
451.27	562.24	1	630.12	996.95	1
451.28	563.71	1	629.88	996.82	1
450.9	563.33	1	630.04	996.88	1
450.27	562.66	1	628.76	996.3	1
449.81	562.87	1	627.74	995.92	1
449.48	563.29	1	627.79	995.97	1
449.01	563.23	1	627.49	995.84	1
448.9	563.98	1	627.37	995.71	1
448.55	564.22	1	626.8	995.38	1
448.81	565.44	1	626.64	995.26	1
448.64	565.94	1	626.47	994.95	1
448.6	566.64	1	626.11	994.64	1
448.06	565.54	1	625.98	994.67	1
448.01	566.89	1	625.43	994.4	1
447.3	565.56	1	624.92	994.05	1
447.27	566.26	1	625	994.22	1
447.03	566.77	1	624.48	993.98	1
446.59	566.62	1	624.3	993.63	1
446.43	567.38	1	624.5	993.88	1
446.25	568.29	1	623.74	993.6	1
445.73	567.81	1	624.1	993.7	1
445.61	568.74	1	623.84	993.67	1
444.64	567.82	1	622.86	993.24	1
444.74	568.46	1	622.39	992.96	1
444.68	568.75	1	621.35	992.6	1
444.4	569.48	1	619.91	991.64	1
444.69	570.67	1	619	991.02	1
444.06	569.99	1	619.49	991.41	1
443.58	569.82	1	619.02	991.15	1
443.88	571.31	1	617.7	990.27	1
443	570.71	1	617.23	990.03	1
442.74	570.52	1	617.33	990.15	1
442.64	570.95	1	616.69	989.93	1
442.77	571.96	1	615.87	989.47	1
441.96	571.6	1	614.82	988.86	1
442.14	572.8	1	613.72	988.41	1
441.57	572.29	1	613.59	988.23	1
441.65	573.49	1	613.6	988.46	1
440.64	572.51	1	613.18	988.17	1
440.44	572.99	1	612.94	987.99	1
440.67	573.93	1	612.04	987.48	1
439.84	573.43	1	609.54	986.53	1
439.75	573.73	1	608.87	986.28	1
440.02	575.19	1	609.25	986.33	1
438.87	574.23	1	608.19	985.82	1
438.72	574.63	1	606.35	984.69	1
438.4	574.75	1	605.41	984.3	1
438.29	575.33	1	604.78	983.99	1
438.11	575.51	1	604.06	983.73	1
437.86	575.57	1	603.52	983.59	1
437.55	575.88	1	603.39	983.52	1
437.32	576.09	1	602.54	983.28	1
437.05	576.33	1	602.16	983.18	1
437.24	577.09	1	600.97	982.76	1
436.96	577.46	1	600.08	982.34	1
436.55	577.59	1	598.75	981.78	1
436.5	578.17	1	598.54	981.58	1
435.3	577.17	1	598.39	981.5	1
435.18	577.59	1	597.76	981.26	1
435.45	578.51	1	596.9	980.76	1
434.92	579.06	1	596.6	980.67	1
434.56	578.72	1	595.96	980.29	1
434.65	579.53	1	595.88	980.15	1
434.33	580.16	1	595.39	980.08	1
433.93	580.33	1	593.6	979.61	1
433.17	579.9	1	592.14	978.99	1
432.89	580.3	1	590.68	978.52	1
432.69	580.98	1	589.07	977.54	1
432.17	580.69	1	588.23	977.27	1
432.28	581.46	1	586.91	976.65	1
431.95	581.94	1	585.26	975.99	1
432.11	582.58	1	584.11	975.43	1
431.65	582.59	1	583.19	975.15	1
431.85	583.01	1	582.05	974.45	1
431.57	583.08	1	581.46	974.26	1
431.41	583.37	1	579.99	973.55	1
431.89	584.41	1	578.74	972.9	1
431.43	584.71	1	577.41	972.19	1
432.15	586.39	1	577.26	972.02	1
432.47	587.5	1	575.35	971.24	1
432.52	588.05	1	575.08	970.94	1
432.2	586.79	1	574.31	970.76	1
432.07	586.56	1	573.16	970.27	1
431.94	586.3	1	573.15	970.47	1
431.73	585.03	1	571.94	970.11	1
431.82	584.93	1	569.56	969.72	1
431.9	584.84	1	567.88	969.35	1
431.96	584.65	1	566.41	968.84	1
431.9	584.9	1	563.21	967.65	1
431.9	584.9	1	563.21	967.65	1
431.93	585.47	1	558.49	965.91	1
432.11	585.2	1	556.9	965.36	1
431.89	584.79	1	555.71	964.85	1
432.05	585.48	1	554.25	964.33	1
431.79	585.42	1	552.7	963.78	1
431.77	585.8	1	551.69	963.61	1
431.74	586.12	1	549.59	962.85	1
431.84	586.27	1	548.6	962.56	1
431.61	586.85	1	546.25	961.43	1
431.7	586.49	1	545.3	961.28	1
431.69	587.78	1	545.02	961.09	1
431.76	587.92	1	543.79	960.73	1
431.88	587.47	1	543.49	960.93	1
431.69	588.39	1	542.21	960.86	1
432.05	588.29	1	540.48	960.49	1
431.77	589.12	1	539.95	960.41	1
431.86	589.27	1	539.12	960.33	1
431.81	589.55	1	537.69	960.18	1
431.89	589.54	1	536.93	959.91	1
432.13	589.76	1	536.5	959.86	1
432.03	590.53	1	534.7	959.76	1
431.98	590.34	1	532.9	960.02	1
432	590.75	1	531.07	960.46	1
432.39	590.6	1	528.27	960.77	1
432.13	590.78	1	525.97	961.21	1
432.19	591.43	1	524.12	961.54	1
432.11	591.53	1	522.78	961.75	1
432.19	591.12	1	519.9	961.97	1
432.21	591.66	1	519.51	962.16	1
431.98	592.02	1	517.56	962.45	1
431.79	593.02	1	516.06	962.55	1
431.98	592.61	1	514.23	963.07	1
431.93	593.14	1	513.14	963.38	1
431.79	593.68	1	509.68	964.89	1
431.76	594.27	1	505.94	966.72	1
432.01	594.63	1	503.56	967.81	1
431.57	595.34	1	502.15	967.74	1
431.75	595.14	1	501.53	967.44	1
431.76	595.63	1	502.11	966.95	1
431.7	595.75	1	502.66	965.43	1
431.72	595.86	1	501.57	965.06	1
431.6	596.35	1	500.74	966.51	1
431.73	596.62	1	501.58	969.65	1
431.43	597.04	1	503.24	972.89	1
431.35	597.48	1	505.61	975.63	1
431.38	597.88	1	507.88	977.45	1
431.27	598.54	1	509.67	979.02	1
431.06	598.93	1	511.92	981.38	1
431.2	599.35	1	513.49	982.52	1
431.16	599.62	1	514.92	983.82	1
430.99	600.15	1	516.74	985.66	1
431.2	600.11	1	517.85	986.75	1
430.89	600.95	1	519.43	988.23	1
430.9	601.22	1	520.93	989.93	1
430.7	601.9	1	521.91	990.78	1
430.47	602.55	1	523.21	992.05	1
430.83	602.34	1	524.31	993.26	1
430.79	602.68	1	525.34	994.31	1
430.79	602.88	1	526.86	995.69	1
431.09	602.62	1	527.94	996.76	1
431.02	602.84	1	528.95	997.95	1
431.52	602.8	1	529.8	998.81	1
431.31	603.31	1	530.87	999.76	1
431.4	603.62	1	531.6	1000.6	1
431.15	604.13	1	532.35	1001.5	1
431.36	604.19	1	532.79	1002.1	1
431.34	604.46	1	533.63	1002.9	1
430.99	605.03	1	534.26	1003.7	1
431.16	605.15	1	535.27	1004.8	1
431.29	605.45	1	536	1005.5	1
431.4	605.47	1	536.8	1006.7	1
431.36	605.79	1	537.05	1006.7	1
431.4	606.03	1	538.75	1008.9	1
431.61	606.13	1	540.19	1011.1	1
431.85	605.87	1	541.67	1012.8	1
431.63	606.26	1	542.62	1014.1	1
431.81	606.34	1	544.38	1015.5	1
431.24	607.23	1	546.18	1017	1
