7.777640000000000100e+02 8.006299999999999955e+02 8.463669999999999618e+02 8.331090000000000373e+02
7.776829999999999927e+02 8.007010000000000218e+02 8.466309999999999718e+02 8.335829999999999700e+02
7.776649999999999636e+02 8.007770000000000437e+02 8.465259999999999536e+02 8.333849999999999909e+02
7.776499999999999773e+02 8.005049999999999955e+02 8.466589999999999918e+02 8.335399999999999636e+02
7.778469999999999800e+02 7.999030000000000200e+02 8.465879999999999654e+02 8.336079999999999472e+02
7.780130000000000337e+02 7.998369999999999891e+02 8.467720000000000482e+02 8.340209999999999582e+02
7.779260000000000446e+02 7.998410000000000082e+02 8.464950000000000045e+02 8.334519999999999982e+02
7.779199999999999591e+02 8.000839999999999463e+02 8.464260000000000446e+02 8.333920000000000528e+02
7.779130000000000109e+02 8.001250000000000000e+02 8.463650000000000091e+02 8.333390000000000555e+02
7.780900000000000318e+02 7.996029999999999518e+02 8.464840000000000373e+02 8.335639999999999645e+02
7.780950000000000273e+02 7.992390000000000327e+02 8.465819999999999936e+02 8.337300000000000182e+02
7.779950000000000045e+02 7.994489999999999554e+02 8.467839999999999918e+02 8.339299999999999500e+02
7.779909999999999854e+02 7.991820000000000164e+02 8.465019999999999527e+02 8.335929999999999609e+02
7.779089999999999918e+02 7.996119999999999663e+02 8.464800000000000182e+02 8.335960000000000036e+02
7.779020000000000437e+02 7.999210000000000491e+02 8.465399999999999636e+02 8.337089999999999463e+02
7.778550000000000182e+02 7.997150000000000318e+02 8.461689999999999827e+02 8.331240000000000236e+02
7.779230000000000018e+02 7.992350000000000136e+02 8.462390000000000327e+02 8.333690000000000282e+02
7.779660000000000082e+02 7.993419999999999845e+02 8.466789999999999736e+02 8.340040000000000191e+02
7.779389999999999645e+02 7.993959999999999582e+02 8.463039999999999736e+02 8.334990000000000236e+02
7.779170000000000300e+02 7.995839999999999463e+02 8.461730000000000018e+02 8.331820000000000164e+02
7.778790000000000191e+02 7.995380000000000109e+02 8.462369999999999663e+02 8.334039999999999964e+02
7.779030000000000200e+02 7.995230000000000246e+02 8.463490000000000464e+02 8.336670000000000300e+02
7.779629999999999654e+02 7.993799999999999955e+02 8.461059999999999945e+02 8.332549999999999955e+02
7.780779999999999745e+02 7.992820000000000391e+02 8.462619999999999436e+02 8.334479999999999791e+02
7.781029999999999518e+02 7.994519999999999982e+02 8.464049999999999727e+02 8.338269999999999982e+02
7.781140000000000327e+02 7.992889999999999873e+02 8.462989999999999782e+02 8.337140000000000555e+02
7.781950000000000500e+02 7.995049999999999955e+02 8.463799999999999955e+02 8.336979999999999791e+02
7.782150000000000318e+02 7.995650000000000546e+02 8.461680000000000064e+02 8.334080000000000155e+02
7.784329999999999927e+02 7.991090000000000373e+02 8.464180000000000064e+02 8.336979999999999791e+02
7.784500000000000455e+02 7.994460000000000264e+02 8.462000000000000455e+02 8.335589999999999691e+02
7.784790000000000418e+02 7.991119999999999663e+02 8.462619999999999436e+02 8.335879999999999654e+02
7.784210000000000491e+02 7.995170000000000528e+02 8.462019999999999982e+02 8.337659999999999627e+02
7.784900000000000091e+02 7.991209999999999809e+02 8.460819999999999936e+02 8.333830000000000382e+02
7.784049999999999727e+02 7.991399999999999864e+02 8.462019999999999982e+02 8.335979999999999563e+02
7.783519999999999754e+02 7.988310000000000173e+02 8.461689999999999827e+02 8.335480000000000018e+02
7.783049999999999500e+02 7.988469999999999800e+02 8.462459999999999809e+02 8.336490000000000009e+02
7.782309999999999945e+02 7.990009999999999764e+02 8.461240000000000236e+02 8.335470000000000255e+02
7.781280000000000427e+02 7.990779999999999745e+02 8.461250000000000000e+02 8.334329999999999927e+02
7.782390000000000327e+02 7.987619999999999436e+02 8.458949999999999818e+02 8.331470000000000482e+02
7.783150000000000546e+02 7.983799999999999955e+02 8.457659999999999627e+02 8.331929999999999836e+02
7.783360000000000127e+02 7.983909999999999627e+02 8.459710000000000036e+02 8.334020000000000437e+02
7.783600000000000136e+02 7.984919999999999618e+02 8.458559999999999945e+02 8.332300000000000182e+02
7.782980000000000018e+02 7.985850000000000364e+02 8.456680000000000064e+02 8.329619999999999891e+02
7.782440000000000282e+02 7.986900000000000546e+02 8.457930000000000064e+02 8.331190000000000282e+02
7.783089999999999691e+02 7.984940000000000282e+02 8.457880000000000109e+02 8.331789999999999736e+02
7.782519999999999527e+02 7.982250000000000227e+02 8.459400000000000546e+02 8.333329999999999700e+02
7.781660000000000537e+02 7.978239999999999554e+02 8.460199999999999818e+02 8.334610000000000127e+02
7.780819999999999936e+02 7.979579999999999700e+02 8.458360000000000127e+02 8.332569999999999482e+02
7.780750000000000455e+02 7.977039999999999509e+02 8.457340000000000373e+02 8.331820000000000164e+02
7.778959999999999582e+02 7.983120000000000118e+02 8.458110000000000355e+02 8.332670000000000528e+02
7.779030000000000200e+02 7.979679999999999609e+02 8.459769999999999754e+02 8.335660000000000309e+02
7.779429999999999836e+02 7.975059999999999718e+02 8.457999999999999545e+02 8.333039999999999736e+02
7.779270000000000209e+02 7.976440000000000055e+02 8.459660000000000082e+02 8.336259999999999764e+02
7.781380000000000337e+02 7.974339999999999691e+02 8.457279999999999518e+02 8.333360000000000127e+02
7.779410000000000309e+02 7.979769999999999754e+02 8.456029999999999518e+02 8.331109999999999900e+02
7.779569999999999936e+02 7.978630000000000564e+02 8.456150000000000091e+02 8.332290000000000418e+02
7.779450000000000500e+02 7.975879999999999654e+02 8.455679999999999836e+02 8.330869999999999891e+02
7.780430000000000064e+02 7.972859999999999445e+02 8.456589999999999918e+02 8.333569999999999709e+02
7.779869999999999663e+02 7.972540000000000191e+02 8.457119999999999891e+02 8.333010000000000446e+02
7.779779999999999518e+02 7.972630000000000337e+02 8.454099999999999682e+02 8.329479999999999791e+02
7.779589999999999463e+02 7.975249999999999773e+02 8.454900000000000091e+02 8.330819999999999936e+02
7.779990000000000236e+02 7.972210000000000036e+02 8.455320000000000391e+02 8.331599999999999682e+02
7.780259999999999536e+02 7.969700000000000273e+02 8.455929999999999609e+02 8.333999999999999773e+02
7.779969999999999573e+02 7.968210000000000264e+02 8.454740000000000464e+02 8.331739999999999782e+02
7.780059999999999718e+02 7.966230000000000473e+02 8.454450000000000500e+02 8.331770000000000209e+02
7.779170000000000300e+02 7.965739999999999554e+02 8.455190000000000055e+02 8.332400000000000091e+02
7.776970000000000027e+02 7.972350000000000136e+02 8.454890000000000327e+02 8.331920000000000073e+02
7.777599999999999909e+02 7.968179999999999836e+02 8.454959999999999809e+02 8.332889999999999873e+02
7.776860000000000355e+02 7.971209999999999809e+02 8.455119999999999436e+02 8.333129999999999882e+02
7.777290000000000418e+02 7.971609999999999445e+02 8.455170000000000528e+02 8.333579999999999472e+02
7.777740000000000009e+02 7.970259999999999536e+02 8.453369999999999891e+02 8.331779999999999973e+02
7.778210000000000264e+02 7.969489999999999554e+02 8.453579999999999472e+02 8.331739999999999782e+02
7.779389999999999645e+02 7.968029999999999973e+02 8.454379999999999882e+02 8.333509999999999991e+02
7.779679999999999609e+02 7.967210000000000036e+02 8.453650000000000091e+02 8.332029999999999745e+02
7.779790000000000418e+02 7.962920000000000300e+02 8.452789999999999964e+02 8.330230000000000246e+02
7.779400000000000546e+02 7.959220000000000255e+02 8.454579999999999700e+02 8.334890000000000327e+02
7.778579999999999472e+02 7.962889999999999873e+02 8.453110000000000355e+02 8.332759999999999536e+02
7.778509999999999991e+02 7.961849999999999454e+02 8.453170000000000073e+02 8.332210000000000036e+02
7.777519999999999527e+02 7.965589999999999691e+02 8.452569999999999482e+02 8.332079999999999700e+02
7.777409999999999854e+02 7.965689999999999600e+02 8.453339999999999463e+02 8.332619999999999436e+02
7.778200000000000500e+02 7.962409999999999854e+02 8.453079999999999927e+02 8.332400000000000091e+02
7.778590000000000373e+02 7.963099999999999454e+02 8.452119999999999891e+02 8.331490000000000009e+02
7.778369999999999891e+02 7.962229999999999563e+02 8.453099999999999454e+02 8.333959999999999582e+02
7.779059999999999491e+02 7.962540000000000191e+02 8.453990000000000009e+02 8.334909999999999854e+02
7.779070000000000391e+02 7.964729999999999563e+02 8.452659999999999627e+02 8.333390000000000555e+02
7.778899999999999864e+02 7.963849999999999909e+02 8.452949999999999591e+02 8.334089999999999918e+02
7.776660000000000537e+02 7.963220000000000027e+02 8.453010000000000446e+02 8.335059999999999718e+02
7.777229999999999563e+02 7.960230000000000246e+02 8.451989999999999554e+02 8.333229999999999791e+02
7.777279999999999518e+02 7.960370000000000346e+02 8.451720000000000255e+02 8.332089999999999463e+02
7.776280000000000427e+02 7.967340000000000373e+02 8.450760000000000218e+02 8.332290000000000418e+02
7.777179999999999609e+02 7.963099999999999454e+02 8.451119999999999663e+02 8.331459999999999582e+02
7.776770000000000209e+02 7.964750000000000227e+02 8.455240000000000009e+02 8.338179999999999836e+02
7.776710000000000491e+02 7.964120000000000346e+02 8.451799999999999500e+02 8.332680000000000291e+02
7.777039999999999509e+02 7.966820000000000164e+02 8.451319999999999482e+02 8.332140000000000555e+02
7.777759999999999536e+02 7.961770000000000209e+02 8.452050000000000409e+02 8.333619999999999663e+02
7.777640000000000100e+02 7.962500000000000000e+02 8.452319999999999709e+02 8.333640000000000327e+02
7.777300000000000182e+02 7.964710000000000036e+02 8.452110000000000127e+02 8.334479999999999791e+02
7.778680000000000518e+02 7.960610000000000355e+02 8.450990000000000464e+02 8.335109999999999673e+02
7.777970000000000255e+02 7.962110000000000127e+02 8.449249999999999545e+02 8.332509999999999764e+02
7.777649999999999864e+02 7.960230000000000246e+02 8.450040000000000191e+02 8.334049999999999727e+02
7.777050000000000409e+02 7.961549999999999727e+02 8.450180000000000291e+02 8.333260000000000218e+02
7.777580000000000382e+02 7.963740000000000236e+02 8.450910000000000082e+02 8.334779999999999518e+02
7.777500000000000000e+02 7.960599999999999454e+02 8.448540000000000418e+02 8.331889999999999645e+02
7.778099999999999454e+02 7.959779999999999518e+02 8.450529999999999973e+02 8.334589999999999463e+02
7.778970000000000482e+02 7.956670000000000300e+02 8.449299999999999500e+02 8.332279999999999518e+02
7.778840000000000146e+02 7.959790000000000418e+02 8.448569999999999709e+02 8.332259999999999991e+02
7.779950000000000045e+02 7.958920000000000528e+02 8.449569999999999936e+02 8.333740000000000236e+02
7.780080000000000382e+02 7.959400000000000546e+02 8.447770000000000437e+02 8.330940000000000509e+02
7.781200000000000045e+02 7.949900000000000091e+02 8.451040000000000418e+02 8.335629999999999882e+02
7.779049999999999727e+02 7.953039999999999736e+02 8.447989999999999782e+02 8.333139999999999645e+02
7.778029999999999973e+02 7.954039999999999964e+02 8.448369999999999891e+02 8.333089999999999691e+02
7.778769999999999527e+02 7.950610000000000355e+02 8.449220000000000255e+02 8.334890000000000327e+02
7.777559999999999718e+02 7.952569999999999482e+02 8.447820000000000391e+02 8.333360000000000127e+02
7.777500000000000000e+02 7.953819999999999482e+02 8.445349999999999682e+02 8.329270000000000209e+02
7.777409999999999854e+02 7.950650000000000546e+02 8.447329999999999472e+02 8.332500000000000000e+02
7.778269999999999982e+02 7.949089999999999918e+02 8.446009999999999991e+02 8.330470000000000255e+02
7.779099999999999682e+02 7.949729999999999563e+02 8.446620000000000346e+02 8.331680000000000064e+02
7.779629999999999654e+02 7.947870000000000346e+02 8.446490000000000009e+02 8.331250000000000000e+02
7.779930000000000518e+02 7.946810000000000400e+02 8.445879999999999654e+02 8.330589999999999691e+02
7.779650000000000318e+02 7.948369999999999891e+02 8.443569999999999709e+02 8.329189999999999827e+02
7.781839999999999691e+02 7.945689999999999600e+02 8.443830000000000382e+02 8.328719999999999573e+02
7.781689999999999827e+02 7.947880000000000109e+02 8.445750000000000455e+02 8.332319999999999709e+02
7.782390000000000327e+02 7.947820000000000391e+02 8.445000000000000000e+02 8.329909999999999854e+02
7.783460000000000036e+02 7.947930000000000064e+02 8.444420000000000073e+02 8.331130000000000564e+02
7.784389999999999645e+02 7.947509999999999764e+02 8.446130000000000564e+02 8.333630000000000564e+02
7.783590000000000373e+02 7.944410000000000309e+02 8.443310000000000173e+02 8.330549999999999500e+02
7.781150000000000091e+02 7.944450000000000500e+02 8.443700000000000045e+02 8.330929999999999609e+02
7.778709999999999809e+02 7.950929999999999609e+02 8.446549999999999727e+02 8.334560000000000173e+02
7.778269999999999982e+02 7.950769999999999982e+02 8.442559999999999718e+02 8.328990000000000009e+02
